Country,Date,Cases,Deaths,Summary,Bordering Countries
5,2018-12-16,15,0.0,"During the period of week 49 to 52 (December 2018) seven (7) districts in four (4) countries reached the alert threshold: Benin: Tanguieta district in Atacora Region reached the alert threshold in week 51. Cote d’Ivoire: Katiola district in Hambol Region reached the alert threshold in week 50 Ghana: In the Upper West Region, the districts of Jirapa (week 52); Nadowli (week 52); Sissala West (week 51) and Nadom (weeks 50, 51 and 52) reached the alert threshold. Nigeria: The LGA of Sandamu in Katsina State reached the alert threshold Countries are encouraged to strengthen case detection and notification at this end of the post epidemic season. In addition, there is a need to increase the number of lumbar puncture performed and improve laboratory confirmation, especially districts or LGAs and sub districts that crossed the alert threshold.","[7, 12, 1]"
7,2018-12-16,42,7.0,"During the period of week 49 to 52 (December 2018) seven (7) districts in four (4) countries reached the alert threshold: Benin: Tanguieta district in Atacora Region reached the alert threshold in week 51. Cote d’Ivoire: Katiola district in Hambol Region reached the alert threshold in week 50 Ghana: In the Upper West Region, the districts of Jirapa (week 52); Nadowli (week 52); Sissala West (week 51) and Nadom (weeks 50, 51 and 52) reached the alert threshold. Nigeria: The LGA of Sandamu in Katsina State reached the alert threshold Countries are encouraged to strengthen case detection and notification at this end of the post epidemic season. In addition, there is a need to increase the number of lumbar puncture performed and improve laboratory confirmation, especially districts or LGAs and sub districts that crossed the alert threshold.","[8, 5, 1, 23]"
8,2018-12-16,25,0.0,"During the period of week 49 to 52 (December 2018) seven (7) districts in four (4) countries reached the alert threshold: Benin: Tanguieta district in Atacora Region reached the alert threshold in week 51. Cote d’Ivoire: Katiola district in Hambol Region reached the alert threshold in week 50 Ghana: In the Upper West Region, the districts of Jirapa (week 52); Nadowli (week 52); Sissala West (week 51) and Nadom (weeks 50, 51 and 52) reached the alert threshold. Nigeria: The LGA of Sandamu in Katsina State reached the alert threshold Countries are encouraged to strengthen case detection and notification at this end of the post epidemic season. In addition, there is a need to increase the number of lumbar puncture performed and improve laboratory confirmation, especially districts or LGAs and sub districts that crossed the alert threshold.","[5, 9, 12, 17, 20]"
9,2018-12-16,0,0.0,"During the period of week 49 to 52 (December 2018) seven (7) districts in four (4) countries reached the alert threshold: Benin: Tanguieta district in Atacora Region reached the alert threshold in week 51. Cote d’Ivoire: Katiola district in Hambol Region reached the alert threshold in week 50 Ghana: In the Upper West Region, the districts of Jirapa (week 52); Nadowli (week 52); Sissala West (week 51) and Nadom (weeks 50, 51 and 52) reached the alert threshold. Nigeria: The LGA of Sandamu in Katsina State reached the alert threshold Countries are encouraged to strengthen case detection and notification at this end of the post epidemic season. In addition, there is a need to increase the number of lumbar puncture performed and improve laboratory confirmation, especially districts or LGAs and sub districts that crossed the alert threshold.","[17, 8]"
10,2018-12-16,0,0.0,"During the period of week 49 to 52 (December 2018) seven (7) districts in four (4) countries reached the alert threshold: Benin: Tanguieta district in Atacora Region reached the alert threshold in week 51. Cote d’Ivoire: Katiola district in Hambol Region reached the alert threshold in week 50 Ghana: In the Upper West Region, the districts of Jirapa (week 52); Nadowli (week 52); Sissala West (week 51) and Nadom (weeks 50, 51 and 52) reached the alert threshold. Nigeria: The LGA of Sandamu in Katsina State reached the alert threshold Countries are encouraged to strengthen case detection and notification at this end of the post epidemic season. In addition, there is a need to increase the number of lumbar puncture performed and improve laboratory confirmation, especially districts or LGAs and sub districts that crossed the alert threshold.",[17]
11,2018-12-16,9,0.0,"During the period of week 49 to 52 (December 2018) seven (7) districts in four (4) countries reached the alert threshold: Benin: Tanguieta district in Atacora Region reached the alert threshold in week 51. Cote d’Ivoire: Katiola district in Hambol Region reached the alert threshold in week 50 Ghana: In the Upper West Region, the districts of Jirapa (week 52); Nadowli (week 52); Sissala West (week 51) and Nadom (weeks 50, 51 and 52) reached the alert threshold. Nigeria: The LGA of Sandamu in Katsina State reached the alert threshold Countries are encouraged to strengthen case detection and notification at this end of the post epidemic season. In addition, there is a need to increase the number of lumbar puncture performed and improve laboratory confirmation, especially districts or LGAs and sub districts that crossed the alert threshold.","[6, 18, 24]"
12,2018-12-16,48,0.0,"During the period of week 49 to 52 (December 2018) seven (7) districts in four (4) countries reached the alert threshold: Benin: Tanguieta district in Atacora Region reached the alert threshold in week 51. Cote d’Ivoire: Katiola district in Hambol Region reached the alert threshold in week 50 Ghana: In the Upper West Region, the districts of Jirapa (week 52); Nadowli (week 52); Sissala West (week 51) and Nadom (weeks 50, 51 and 52) reached the alert threshold. Nigeria: The LGA of Sandamu in Katsina State reached the alert threshold Countries are encouraged to strengthen case detection and notification at this end of the post epidemic season. In addition, there is a need to increase the number of lumbar puncture performed and improve laboratory confirmation, especially districts or LGAs and sub districts that crossed the alert threshold.","[14, 1, 5, 8, 13, 17]"
14,2018-12-16,32,3.0,"During the period of week 49 to 52 (December 2018) seven (7) districts in four (4) countries reached the alert threshold: Benin: Tanguieta district in Atacora Region reached the alert threshold in week 51. Cote d’Ivoire: Katiola district in Hambol Region reached the alert threshold in week 50 Ghana: In the Upper West Region, the districts of Jirapa (week 52); Nadowli (week 52); Sissala West (week 51) and Nadom (weeks 50, 51 and 52) reached the alert threshold. Nigeria: The LGA of Sandamu in Katsina State reached the alert threshold Countries are encouraged to strengthen case detection and notification at this end of the post epidemic season. In addition, there is a need to increase the number of lumbar puncture performed and improve laboratory confirmation, especially districts or LGAs and sub districts that crossed the alert threshold.","[0, 15, 1, 12, 22]"
15,2018-12-16,68,5.0,"During the period of week 49 to 52 (December 2018) seven (7) districts in four (4) countries reached the alert threshold: Benin: Tanguieta district in Atacora Region reached the alert threshold in week 51. Cote d’Ivoire: Katiola district in Hambol Region reached the alert threshold in week 50 Ghana: In the Upper West Region, the districts of Jirapa (week 52); Nadowli (week 52); Sissala West (week 51) and Nadom (weeks 50, 51 and 52) reached the alert threshold. Nigeria: The LGA of Sandamu in Katsina State reached the alert threshold Countries are encouraged to strengthen case detection and notification at this end of the post epidemic season. In addition, there is a need to increase the number of lumbar puncture performed and improve laboratory confirmation, especially districts or LGAs and sub districts that crossed the alert threshold.","[0, 3, 14, 22]"
17,2018-12-16,0,0.0,"During the period of week 49 to 52 (December 2018) seven (7) districts in four (4) countries reached the alert threshold: Benin: Tanguieta district in Atacora Region reached the alert threshold in week 51. Cote d’Ivoire: Katiola district in Hambol Region reached the alert threshold in week 50 Ghana: In the Upper West Region, the districts of Jirapa (week 52); Nadowli (week 52); Sissala West (week 51) and Nadom (weeks 50, 51 and 52) reached the alert threshold. Nigeria: The LGA of Sandamu in Katsina State reached the alert threshold Countries are encouraged to strengthen case detection and notification at this end of the post epidemic season. In addition, there is a need to increase the number of lumbar puncture performed and improve laboratory confirmation, especially districts or LGAs and sub districts that crossed the alert threshold.","[10, 8, 9, 12, 13]"
18,2018-12-16,1,0.0,"During the period of week 49 to 52 (December 2018) seven (7) districts in four (4) countries reached the alert threshold: Benin: Tanguieta district in Atacora Region reached the alert threshold in week 51. Cote d’Ivoire: Katiola district in Hambol Region reached the alert threshold in week 50 Ghana: In the Upper West Region, the districts of Jirapa (week 52); Nadowli (week 52); Sissala West (week 51) and Nadom (weeks 50, 51 and 52) reached the alert threshold. Nigeria: The LGA of Sandamu in Katsina State reached the alert threshold Countries are encouraged to strengthen case detection and notification at this end of the post epidemic season. In addition, there is a need to increase the number of lumbar puncture performed and improve laboratory confirmation, especially districts or LGAs and sub districts that crossed the alert threshold.","[19, 6, 11, 16, 24, 4]"
19,2018-12-16,1,0.0,"During the period of week 49 to 52 (December 2018) seven (7) districts in four (4) countries reached the alert threshold: Benin: Tanguieta district in Atacora Region reached the alert threshold in week 51. Cote d’Ivoire: Katiola district in Hambol Region reached the alert threshold in week 50 Ghana: In the Upper West Region, the districts of Jirapa (week 52); Nadowli (week 52); Sissala West (week 51) and Nadom (weeks 50, 51 and 52) reached the alert threshold. Nigeria: The LGA of Sandamu in Katsina State reached the alert threshold Countries are encouraged to strengthen case detection and notification at this end of the post epidemic season. In addition, there is a need to increase the number of lumbar puncture performed and improve laboratory confirmation, especially districts or LGAs and sub districts that crossed the alert threshold.","[6, 18, 4, 22]"
21,2018-12-16,0,0.0,"During the period of week 49 to 52 (December 2018) seven (7) districts in four (4) countries reached the alert threshold: Benin: Tanguieta district in Atacora Region reached the alert threshold in week 51. Cote d’Ivoire: Katiola district in Hambol Region reached the alert threshold in week 50 Ghana: In the Upper West Region, the districts of Jirapa (week 52); Nadowli (week 52); Sissala West (week 51) and Nadom (weeks 50, 51 and 52) reached the alert threshold. Nigeria: The LGA of Sandamu in Katsina State reached the alert threshold Countries are encouraged to strengthen case detection and notification at this end of the post epidemic season. In addition, there is a need to increase the number of lumbar puncture performed and improve laboratory confirmation, especially districts or LGAs and sub districts that crossed the alert threshold.","[11, 24, 2, 16]"
22,2018-12-16,28,2.0,"During the period of week 49 to 52 (December 2018) seven (7) districts in four (4) countries reached the alert threshold: Benin: Tanguieta district in Atacora Region reached the alert threshold in week 51. Cote d’Ivoire: Katiola district in Hambol Region reached the alert threshold in week 50 Ghana: In the Upper West Region, the districts of Jirapa (week 52); Nadowli (week 52); Sissala West (week 51) and Nadom (weeks 50, 51 and 52) reached the alert threshold. Nigeria: The LGA of Sandamu in Katsina State reached the alert threshold Countries are encouraged to strengthen case detection and notification at this end of the post epidemic season. In addition, there is a need to increase the number of lumbar puncture performed and improve laboratory confirmation, especially districts or LGAs and sub districts that crossed the alert threshold.","[19, 4, 3, 14, 15]"
23,2018-12-16,64,0.0,"During the period of week 49 to 52 (December 2018) seven (7) districts in four (4) countries reached the alert threshold: Benin: Tanguieta district in Atacora Region reached the alert threshold in week 51. Cote d’Ivoire: Katiola district in Hambol Region reached the alert threshold in week 50 Ghana: In the Upper West Region, the districts of Jirapa (week 52); Nadowli (week 52); Sissala West (week 51) and Nadom (weeks 50, 51 and 52) reached the alert threshold. Nigeria: The LGA of Sandamu in Katsina State reached the alert threshold Countries are encouraged to strengthen case detection and notification at this end of the post epidemic season. In addition, there is a need to increase the number of lumbar puncture performed and improve laboratory confirmation, especially districts or LGAs and sub districts that crossed the alert threshold.","[7, 1, 0, 8]"
0,2019-01-01,44,9.0,"At the first week of 2019 the district of Lawra in the Upper West Region in Ghana reached the alert threshold with an AR of 3.0. Countries are encouraged to strengthen case detection and to report data on time. At week 02 of year 2019, six (6) districts reached the alert threshold in 2 countries: Burkina Faso (1) and Ghana (5): Burkina Faso: The district of Karangasso-Vigue in the Hauts-Bassins Region reached the alert threshold with an AR of 3.5. Ghana: Five (5) districts reached the alert threshold: Banda district in Brong-Ahafo Region; Kwahu North (AR of 3.2) in the Eastern Region; Zabzugu-Tatale (AR of 9.6) in the Northern Region and the districts of Nawdoli-Kaleo (AR of 8.2) and Nadom (AR of 3.7) in the Upper West Region. Countries are encouraged to strengthen case detection and to report data on time. Additionally, investigate outbreaks and share reports.At week 3 of year 2019, two (2) districts in Ghana reached the epidemic threshold and five (5) districts crossed the alert threshold in 3 countries: Burkina Faso (1), Ghana (3) and Chad (1).  Burkina Faso: The district of Kaya in the CentreNord Region with 16 cases reported reached the alert threshold with an AR of 3.8. Ghana: 2 districts reached the epidemic threshold: Zabzugu-Tatale in the Northern Region with an AR of 37.2 and Nadom in the Upper West with an AR of 18.6. Three (3) other districts reached the alert threshold: Jamah North (AR of 3.9) and Asutifi South (AR of 3.1) in Brong-Ahafo Region and Nawdoli-Kaleo (AR of 6.8) in the Upper West Region. Chad: The district of Goundi in the Mandoul Region with 9 cases reported reached the alert threshold with an AR of 4.3.At week 4 of year 2019, one (1) district in Ghana reached the epidemic threshold and six (6) districts crossed the alert threshold in 2 countries: Cameroon (1) and Ghana (5). Cameroon: The district of Loum in the Littoral Region reached the alert threshold with an AR of 3.7. Ghana: The district of Nadowli in the Upper West Region reached the epidemic threshold with 12 cases and 1 death and an AR of 16.4. 5 other districts reached the alert threshold: Zabzugu-Tatale (Northern Region) which was in epidemic phase in week 3 came back to alert phase with an AR of 6.0. Lawra (Upper West Region) with an AR of 9.1; Nadom (Upper West Region) with an AR of 7.5; Jamah North (BrongAhafo Region) with an AR of 3.9 and Asutifi North (Brong-Ahafo Region) with an AR of 3.1.At week 5 of year 2019, one (1) district in Ghana reached the epidemic threshold and seven (7) districts crossed the alert threshold in 3 countries: Burkina Faso (2), Ghana (4) and Chad (1). Burkina Faso: The district of Diapaga in the Region of Est is in alert phase with an AR of 5.9 (population of 523,250 inhabitants). However, one of the surveillance Zone of the district is in epidemic phase and the affected Health Areas are Botou and Kogoli. 7 Nm C and 1 Hib identified by PCR from the 12 CSF samples collected and tested. A vaccination campaign with Tetravalent vaccine (ACYW) has been conducted from 9th to 13th February 2019 in the epidemic Zone (10 Health Facilities). The district of Gaoua in the Sud-Ouest Region reached also the alert Threshold with an AR of 3.4. An ICG request is ongoing to address the situation in the country. Ghana: The district of Nandon in the Upper West Region surpassed in epidemic phase with an AR of 18.6. 4 other districts reached the alert threshold: Zabzugu-Tatale (Northern Region) with an AR of 8.4. Lawra (Upper West Region) with an AR of 3.0; Jamah North (Brong-Ahafo Region) with an AR of 3.9 and Nkoranza North (Brong-Ahafo Region) with an AR of 3.2. .Chad: The district of Goundi in Mandoul Region which was in alert the week 3 and 4 reamins in alert phase with an AR of 9.9 (Population 211,678 inhabitantes). The Spn and Nw135 remain the predominant germs identified. More detail analysis by sub district is awaited for a good appreciation of the situation.","[23, 15, 14, 1]"
1,2019-01-01,295,15.0,"At the first week of 2019 the district of Lawra in the Upper West Region in Ghana reached the alert threshold with an AR of 3.0. Countries are encouraged to strengthen case detection and to report data on time. At week 02 of year 2019, six (6) districts reached the alert threshold in 2 countries: Burkina Faso (1) and Ghana (5): Burkina Faso: The district of Karangasso-Vigue in the Hauts-Bassins Region reached the alert threshold with an AR of 3.5. Ghana: Five (5) districts reached the alert threshold: Banda district in Brong-Ahafo Region; Kwahu North (AR of 3.2) in the Eastern Region; Zabzugu-Tatale (AR of 9.6) in the Northern Region and the districts of Nawdoli-Kaleo (AR of 8.2) and Nadom (AR of 3.7) in the Upper West Region. Countries are encouraged to strengthen case detection and to report data on time. Additionally, investigate outbreaks and share reports.At week 3 of year 2019, two (2) districts in Ghana reached the epidemic threshold and five (5) districts crossed the alert threshold in 3 countries: Burkina Faso (1), Ghana (3) and Chad (1).  Burkina Faso: The district of Kaya in the CentreNord Region with 16 cases reported reached the alert threshold with an AR of 3.8. Ghana: 2 districts reached the epidemic threshold: Zabzugu-Tatale in the Northern Region with an AR of 37.2 and Nadom in the Upper West with an AR of 18.6. Three (3) other districts reached the alert threshold: Jamah North (AR of 3.9) and Asutifi South (AR of 3.1) in Brong-Ahafo Region and Nawdoli-Kaleo (AR of 6.8) in the Upper West Region. Chad: The district of Goundi in the Mandoul Region with 9 cases reported reached the alert threshold with an AR of 4.3.At week 4 of year 2019, one (1) district in Ghana reached the epidemic threshold and six (6) districts crossed the alert threshold in 2 countries: Cameroon (1) and Ghana (5). Cameroon: The district of Loum in the Littoral Region reached the alert threshold with an AR of 3.7. Ghana: The district of Nadowli in the Upper West Region reached the epidemic threshold with 12 cases and 1 death and an AR of 16.4. 5 other districts reached the alert threshold: Zabzugu-Tatale (Northern Region) which was in epidemic phase in week 3 came back to alert phase with an AR of 6.0. Lawra (Upper West Region) with an AR of 9.1; Nadom (Upper West Region) with an AR of 7.5; Jamah North (BrongAhafo Region) with an AR of 3.9 and Asutifi North (Brong-Ahafo Region) with an AR of 3.2.At week 5 of year 2019, one (1) district in Ghana reached the epidemic threshold and seven (7) districts crossed the alert threshold in 3 countries: Burkina Faso (2), Ghana (4) and Chad (1). Burkina Faso: The district of Diapaga in the Region of Est is in alert phase with an AR of 5.9 (population of 523,250 inhabitants). However, one of the surveillance Zone of the district is in epidemic phase and the affected Health Areas are Botou and Kogoli. 7 Nm C and 1 Hib identified by PCR from the 12 CSF samples collected and tested. A vaccination campaign with Tetravalent vaccine (ACYW) has been conducted from 9th to 13th February 2019 in the epidemic Zone (10 Health Facilities). The district of Gaoua in the Sud-Ouest Region reached also the alert Threshold with an AR of 3.4. An ICG request is ongoing to address the situation in the country. Ghana: The district of Nandon in the Upper West Region surpassed in epidemic phase with an AR of 18.6. 4 other districts reached the alert threshold: Zabzugu-Tatale (Northern Region) with an AR of 8.4. Lawra (Upper West Region) with an AR of 3.0; Jamah North (Brong-Ahafo Region) with an AR of 3.9 and Nkoranza North (Brong-Ahafo Region) with an AR of 3.2. .Chad: The district of Goundi in Mandoul Region which was in alert the week 3 and 4 reamins in alert phase with an AR of 9.9 (Population 211,678 inhabitantes). The Spn and Nw135 remain the predominant germs identified. More detail analysis by sub district is awaited for a good appreciation of the situation.","[12, 14, 0, 23, 7, 5]"
5,2019-01-01,31,1.0,"At the first week of 2019 the district of Lawra in the Upper West Region in Ghana reached the alert threshold with an AR of 3.0. Countries are encouraged to strengthen case detection and to report data on time. At week 02 of year 2019, six (6) districts reached the alert threshold in 2 countries: Burkina Faso (1) and Ghana (5): Burkina Faso: The district of Karangasso-Vigue in the Hauts-Bassins Region reached the alert threshold with an AR of 3.5. Ghana: Five (5) districts reached the alert threshold: Banda district in Brong-Ahafo Region; Kwahu North (AR of 3.2) in the Eastern Region; Zabzugu-Tatale (AR of 9.6) in the Northern Region and the districts of Nawdoli-Kaleo (AR of 8.2) and Nadom (AR of 3.7) in the Upper West Region. Countries are encouraged to strengthen case detection and to report data on time. Additionally, investigate outbreaks and share reports.At week 3 of year 2019, two (2) districts in Ghana reached the epidemic threshold and five (5) districts crossed the alert threshold in 3 countries: Burkina Faso (1), Ghana (3) and Chad (1).  Burkina Faso: The district of Kaya in the CentreNord Region with 16 cases reported reached the alert threshold with an AR of 3.8. Ghana: 2 districts reached the epidemic threshold: Zabzugu-Tatale in the Northern Region with an AR of 37.2 and Nadom in the Upper West with an AR of 18.6. Three (3) other districts reached the alert threshold: Jamah North (AR of 3.9) and Asutifi South (AR of 3.1) in Brong-Ahafo Region and Nawdoli-Kaleo (AR of 6.8) in the Upper West Region. Chad: The district of Goundi in the Mandoul Region with 9 cases reported reached the alert threshold with an AR of 4.3.At week 4 of year 2019, one (1) district in Ghana reached the epidemic threshold and six (6) districts crossed the alert threshold in 2 countries: Cameroon (1) and Ghana (5). Cameroon: The district of Loum in the Littoral Region reached the alert threshold with an AR of 3.7. Ghana: The district of Nadowli in the Upper West Region reached the epidemic threshold with 12 cases and 1 death and an AR of 16.4. 5 other districts reached the alert threshold: Zabzugu-Tatale (Northern Region) which was in epidemic phase in week 3 came back to alert phase with an AR of 6.0. Lawra (Upper West Region) with an AR of 9.1; Nadom (Upper West Region) with an AR of 7.5; Jamah North (BrongAhafo Region) with an AR of 3.9 and Asutifi North (Brong-Ahafo Region) with an AR of 3.5.At week 5 of year 2019, one (1) district in Ghana reached the epidemic threshold and seven (7) districts crossed the alert threshold in 3 countries: Burkina Faso (2), Ghana (4) and Chad (1). Burkina Faso: The district of Diapaga in the Region of Est is in alert phase with an AR of 5.9 (population of 523,250 inhabitants). However, one of the surveillance Zone of the district is in epidemic phase and the affected Health Areas are Botou and Kogoli. 7 Nm C and 1 Hib identified by PCR from the 12 CSF samples collected and tested. A vaccination campaign with Tetravalent vaccine (ACYW) has been conducted from 9th to 13th February 2019 in the epidemic Zone (10 Health Facilities). The district of Gaoua in the Sud-Ouest Region reached also the alert Threshold with an AR of 3.4. An ICG request is ongoing to address the situation in the country. Ghana: The district of Nandon in the Upper West Region surpassed in epidemic phase with an AR of 18.6. 4 other districts reached the alert threshold: Zabzugu-Tatale (Northern Region) with an AR of 8.4. Lawra (Upper West Region) with an AR of 3.0; Jamah North (Brong-Ahafo Region) with an AR of 3.9 and Nkoranza North (Brong-Ahafo Region) with an AR of 3.2. .Chad: The district of Goundi in Mandoul Region which was in alert the week 3 and 4 reamins in alert phase with an AR of 9.9 (Population 211,678 inhabitantes). The Spn and Nw135 remain the predominant germs identified. More detail analysis by sub district is awaited for a good appreciation of the situation.","[7, 12, 1]"
7,2019-01-01,233,9.0,"At the first week of 2019 the district of Lawra in the Upper West Region in Ghana reached the alert threshold with an AR of 3.0. Countries are encouraged to strengthen case detection and to report data on time. At week 02 of year 2019, six (6) districts reached the alert threshold in 2 countries: Burkina Faso (1) and Ghana (5): Burkina Faso: The district of Karangasso-Vigue in the Hauts-Bassins Region reached the alert threshold with an AR of 3.5. Ghana: Five (5) districts reached the alert threshold: Banda district in Brong-Ahafo Region; Kwahu North (AR of 3.2) in the Eastern Region; Zabzugu-Tatale (AR of 9.6) in the Northern Region and the districts of Nawdoli-Kaleo (AR of 8.2) and Nadom (AR of 3.7) in the Upper West Region. Countries are encouraged to strengthen case detection and to report data on time. Additionally, investigate outbreaks and share reports.At week 3 of year 2019, two (2) districts in Ghana reached the epidemic threshold and five (5) districts crossed the alert threshold in 3 countries: Burkina Faso (1), Ghana (3) and Chad (1).  Burkina Faso: The district of Kaya in the CentreNord Region with 16 cases reported reached the alert threshold with an AR of 3.8. Ghana: 2 districts reached the epidemic threshold: Zabzugu-Tatale in the Northern Region with an AR of 37.2 and Nadom in the Upper West with an AR of 18.6. Three (3) other districts reached the alert threshold: Jamah North (AR of 3.9) and Asutifi South (AR of 3.1) in Brong-Ahafo Region and Nawdoli-Kaleo (AR of 6.8) in the Upper West Region. Chad: The district of Goundi in the Mandoul Region with 9 cases reported reached the alert threshold with an AR of 4.3.At week 4 of year 2019, one (1) district in Ghana reached the epidemic threshold and six (6) districts crossed the alert threshold in 2 countries: Cameroon (1) and Ghana (5). Cameroon: The district of Loum in the Littoral Region reached the alert threshold with an AR of 3.7. Ghana: The district of Nadowli in the Upper West Region reached the epidemic threshold with 12 cases and 1 death and an AR of 16.4. 5 other districts reached the alert threshold: Zabzugu-Tatale (Northern Region) which was in epidemic phase in week 3 came back to alert phase with an AR of 6.0. Lawra (Upper West Region) with an AR of 9.1; Nadom (Upper West Region) with an AR of 7.5; Jamah North (BrongAhafo Region) with an AR of 3.9 and Asutifi North (Brong-Ahafo Region) with an AR of 3.6.At week 5 of year 2019, one (1) district in Ghana reached the epidemic threshold and seven (7) districts crossed the alert threshold in 3 countries: Burkina Faso (2), Ghana (4) and Chad (1). Burkina Faso: The district of Diapaga in the Region of Est is in alert phase with an AR of 5.9 (population of 523,250 inhabitants). However, one of the surveillance Zone of the district is in epidemic phase and the affected Health Areas are Botou and Kogoli. 7 Nm C and 1 Hib identified by PCR from the 12 CSF samples collected and tested. A vaccination campaign with Tetravalent vaccine (ACYW) has been conducted from 9th to 13th February 2019 in the epidemic Zone (10 Health Facilities). The district of Gaoua in the Sud-Ouest Region reached also the alert Threshold with an AR of 3.4. An ICG request is ongoing to address the situation in the country. Ghana: The district of Nandon in the Upper West Region surpassed in epidemic phase with an AR of 18.6. 4 other districts reached the alert threshold: Zabzugu-Tatale (Northern Region) with an AR of 8.4. Lawra (Upper West Region) with an AR of 3.0; Jamah North (Brong-Ahafo Region) with an AR of 3.9 and Nkoranza North (Brong-Ahafo Region) with an AR of 3.2. .Chad: The district of Goundi in Mandoul Region which was in alert the week 3 and 4 reamins in alert phase with an AR of 9.9 (Population 211,678 inhabitantes). The Spn and Nw135 remain the predominant germs identified. More detail analysis by sub district is awaited for a good appreciation of the situation.","[8, 5, 1, 23]"
8,2019-01-01,16,2.0,"At the first week of 2019 the district of Lawra in the Upper West Region in Ghana reached the alert threshold with an AR of 3.0. Countries are encouraged to strengthen case detection and to report data on time. At week 02 of year 2019, six (6) districts reached the alert threshold in 2 countries: Burkina Faso (1) and Ghana (5): Burkina Faso: The district of Karangasso-Vigue in the Hauts-Bassins Region reached the alert threshold with an AR of 3.5. Ghana: Five (5) districts reached the alert threshold: Banda district in Brong-Ahafo Region; Kwahu North (AR of 3.2) in the Eastern Region; Zabzugu-Tatale (AR of 9.6) in the Northern Region and the districts of Nawdoli-Kaleo (AR of 8.2) and Nadom (AR of 3.7) in the Upper West Region. Countries are encouraged to strengthen case detection and to report data on time. Additionally, investigate outbreaks and share reports.At week 3 of year 2019, two (2) districts in Ghana reached the epidemic threshold and five (5) districts crossed the alert threshold in 3 countries: Burkina Faso (1), Ghana (3) and Chad (1).  Burkina Faso: The district of Kaya in the CentreNord Region with 16 cases reported reached the alert threshold with an AR of 3.8. Ghana: 2 districts reached the epidemic threshold: Zabzugu-Tatale in the Northern Region with an AR of 37.2 and Nadom in the Upper West with an AR of 18.6. Three (3) other districts reached the alert threshold: Jamah North (AR of 3.9) and Asutifi South (AR of 3.1) in Brong-Ahafo Region and Nawdoli-Kaleo (AR of 6.8) in the Upper West Region. Chad: The district of Goundi in the Mandoul Region with 9 cases reported reached the alert threshold with an AR of 4.3.At week 4 of year 2019, one (1) district in Ghana reached the epidemic threshold and six (6) districts crossed the alert threshold in 2 countries: Cameroon (1) and Ghana (5). Cameroon: The district of Loum in the Littoral Region reached the alert threshold with an AR of 3.7. Ghana: The district of Nadowli in the Upper West Region reached the epidemic threshold with 12 cases and 1 death and an AR of 16.4. 5 other districts reached the alert threshold: Zabzugu-Tatale (Northern Region) which was in epidemic phase in week 3 came back to alert phase with an AR of 6.0. Lawra (Upper West Region) with an AR of 9.1; Nadom (Upper West Region) with an AR of 7.5; Jamah North (BrongAhafo Region) with an AR of 3.9 and Asutifi North (Brong-Ahafo Region) with an AR of 3.7","[5, 9, 12, 17, 20]"
